The goal of the DETOUR Act is simple: instill a little transparency in what remains a very opaque market and make sure that consumers are able to make more informed choices about how and when to share their personal information.,0
It would also require informed consent for behavioral experimentation on users and prohibit user design intended to create compulsive usage among children under 13 years of age.,0
"The Deceptive Experiences to Online Users Reduction (DETOUR) Act aims to curb dark patterns by prohibiting the largest online platforms (> 100 million monthly active users) from relying on user interfaces that intentionally impair user autonomy, decision-making, or choice.",0
"I think folks have a right to know if social media companies are using them as guinea pigs, and especially if you’re being emotionally manipulated by an experiment.",0
"For example, it was reported in 2014 that Facebook conducted an experiment involving nearly 700,000 users to study the emotional impact of manipulating information on their News Feeds https://www.forbes.com/sites/gregorymcneal/2014/06/28/facebook-manipulated-user-news-feeds-to-create-emotional-contagion/#2e10be3139dc ….",0
"These design tactics, drawn from extensive behavioral psychology research, are frequently used by social media platforms to mislead consumers into agreeing to settings and practices advantageous to the company.",0
"Case in point: privacy settings that push users to ‘agree’ as the default option, while users looking for more privacy-friendly options often must click through a much longer process, detouring through multiple screens.",0
"Some of these #DarkPatterns, like the fake hairs, may just cause some minor inconvenience. But too often, large social media platforms have relied on all sorts of tricks to convince users to hand over their personal data without really understanding what they are consenting to.",0
This one might take the cake: using fake hairs or smudges to trick people into clicking mobile ads.,0
"Using drop-down sections or discolored text to hide information or opt-in checkboxes? Yep, #DarkPatterns.",0
Can you tell which of these buttons is a legitimate download link and which ones are ads? Your guess is as good as mine. “Disguised Ads” are another type of dark pattern.,0
"Pop-ups like this one that force you to click one of the buttons in order to access the website is another example of a dark pattern. Ditto for “confirshaming” techniques like this, which guilt users into taking an action like signing up for a company’s email list.",0
"I don’t know about you, but I hate it when I go to buy something online, only to see the price jump right as I’m about to check out. Those hidden costs are another type of dark pattern.",0
Ever run into a bunch of contradictory checkboxes that try to trick you into signing up for someone’s email list? That’s a dark pattern.,0
These techniques range from mildly annoying to deeply insidious. Here are some examples of #DarkPatterns you may have seen online:.,0
"You might not have heard of a “dark pattern,” but chances are you’ve seen these annoying, manipulative designs trying to trick you into clicking, buying, or signing up for something you don’t want. Today I introduced the DETOUR Act with@SenatorFischer to do something about them.",0
#WAHOOWA Congratulations to our national champions@UVAMensHoops!,0
"Auburn played a heck of a game,@DougJones. I'm free to collect any time but Monday night. #GoHoo https://twitter.com/DougJones/status/1114527437143072769 ….",0
#WAHOOWA Good luck to Coach Bennett and@UVAMensHoops in the championship on Monday. #GoHoos #MarchMadness.,0
"Alright,@DougJones. I'll put some@StarrHill beer and Bodo's Bagels on that. #GoHoos@UVAMensHoop https://twitter.com/dougjones/status/1114527437143072769 ….",0
Now is the time to think ahead and invest in lifelong worker training and other innovations that will help American workers compete.,0
"Folks really need to wake up to this. Automation has already had profound effects on our economy, and it will continue to disrupt the nature of work for millions of workers in the coming years https://twitter.com/axios/status/1114127270380175360 ….",0
"My office has been in communication with Navy officials after this morning’s incident at@nas_oceana in Virginia Beach. At this time, I want to thank the brave individuals who quickly secured the base. I'll continue monitoring this situation as officials gather more information.",0
"Great starting the morning with@TimKaine for our Women’s History Month Commonwealth Coffee, celebrating with@RepElaineLuria,@RepWexton,@RepSpanberger, and women leaders from across the Commonwealth.",0
"No more excuses, let's release the Mueller report and let the American people judge the facts for themselves https://twitter.com/i/broadcasts/1rmGPeLWyLLJN ….",0
"I'm on the Senate floor, trying to pass a resolution demanding the release of the Mueller report — the same resolution that passed the House on a bipartisan 420-0 vote https://twitter.com/i/broadcasts/1rmGPeLWyLLJN ….",0
"The House passed the Mueller report resolution unanimously, 420-0. Today I’ll be calling on the Senate to do the same. It’s time to release the Mueller report.
 
Tune in at 1:00 PM https://youtu.be/I20i6vbzLSI.",0
But there’s something that we can do right now to close the wage gap for women all across the country: pass the #PaycheckFairnessAct.,0
"With a complicated problem, there will not be one easy fix — ideas like making childcare more affordable and reversing long-standing cultural biases should all be part of the solution.",0
"There are two ways to approach this issue: either we accept this inequity as a fact of life, or we look for ways to change it. For my part, I refuse to accept the notion that women should earn eighty cents — or less — on the dollar compared to their average male counterpart.",0
Here's a chart that really drives the point home https://twitter.com/axios/status/1113050973411344384 ….,0
"We know that the gender pay gap exists all across the economy, stemming from a number of factors including discrimination, implicit bias, barriers to entry and advancement in certain fields, and the responsibilities of parenting that disproportionately fall to women.",0
"Let’s also recognize that this disparity is even greater for women of color. #EqualPayDay for Black women will fall on August 22nd, followed by Native American women on September 23rd, and Latino women on November 20th.",0
"On average, women are paid eighty cents on the dollar compared to their male counterparts. In Virginia, that number is $0.78. It’s not right, and we need to do more to achieve #EqualPay across the country. Let’s start by passing the #PaycheckFairnessAct. #EqualPayDay.",0
NATIONAL CHAMPS!! So proud of@UVAMensHoops and Coach Bennett!,0
Wahoowa! Look Hoos going to the national championship!,0
We need to do more to bring home the Americans wrongly detained in Iran https://www.washingtonpost.com/opinions/2019/04/05/trump-pompeo-are-failing-american-hostages-iran/ ….,0
"And my final question: Who in the US is benefiting from all this?

I’m going to keep pushing until we get answers to these questions.

13/13.",0
"All of this leads me to ask: Why should we help Saudi Arabia in a disastrous war in Yemen? Why do we turn a blind eye to Saudi human rights abuses? Why would we transfer nuclear know-how and plot for a deal with Saudi Arabia, possibly sparking an arms race in the Middle East? 12/.",0
And additional reporting connects disgraced National Security Advisor Michael Flynn—convicted for lying about his ties and communications with foreign governments—to the push for a Saudi nuclear deal. 11 https://www.vox.com/world/2019/2/19/18231812/saudi-arabia-nuclear-flynn-trump-democrats ….,0
"Remember, Jared Kushner was initially denied a security clearance in the White House due to concerns about foreign influence and personal financial conflicts. 10/.",0
"And beyond just the timing—who is getting these secret approvals? One major nuclear firm, Westinghouse, is owned by the same investors who bailed Jared Kushner out of a bad real estate deal. 9 https://www.nytimes.com/2019/03/02/opinion/sunday/saudi-arabia-jared-kushner-nuclear.html ….",0
"In a hearing last week, I specifically asked Secretary Perry whether the secret approvals of nuclear information transfer occurred before or after the October 2018 murder of Jamal Khashoggi. He claimed not to know. 8/.",0
We know that Saudi Arabia is intent on building a nuclear program—but they haven’t agreed to the non-proliferation rules that would prevent the development of nuclear weapons. So it's only logical that Congress wants to know more about these approvals. 7/.,0
"Then last week, we learned that the Trump administration has approved *secret transfers of nuclear technical information* from American companies to Saudi Arabia on 7 occasions. These transfers have been public in the past. Why are they secret now? When did they happen? 6/.",0
You would think the US would be up in arms about these horrors. But the Trump administration won’t stand up to Saudi Arabia. The President refuses to even submit a report determining whether or not Khashoggi's murder was a human rights violation. 5 https://www.nytimes.com/2019/02/08/us/politics/trump-khashoggi-congress.html ….,0
"In addition to the brutal murder of Jamal Khashoggi, Saudi Arabia has been arresting civil rights activists—including Virginia residents Salah al-Haider and his mother Aziza al-Youssef—simply for advocating for women’s rights! 4/.",0
"Virginia resident and journalist Jamal Khashoggi criticized Saudi policy in Yemen. For his advocacy against the war, the government of Saudi Arabia lured him into their consulate in Istanbul and then tortured and assassinated him, dismembering his body with a bone saw. 3/.",0
"The Yemen Civil War has been a humanitarian disaster, and Saudi intervention has made it worse. The US should NOT be involved. 2 https://www.washingtonpost.com/graphics/2018/world/yemen-civil-war-women-children/?utm_term=.2bef65afad06 ….",0
"This week, the House passed a Senate resolution ordering the President to stop US military support for Saudi Arabia’s intervention in Yemen’s Civil War. The bill now goes to the WH where Trump is likely to veto—then Congress would need to vote to override. So what’s at stake? 1/.",0
"Salah al-Haidar—a Virginia resident and son of women’s rights activist Aziza al-Youssef—has been arrested by Saudi Arabia. This is the latest in Saudi Arabia’s appalling human rights violations, yet the Trump administration continues to turn a blind eye https://www.washingtonpost.com/world/the_americas/saudi-arabia-arrests-8-more-activists-including-us-citizen/2019/04/04/591a051c-5756-11e9-aa83-504f086bf5d6_story.html?utm_term=.a602cefd9c5f ….",0
"As Winston Churchill famously said: “There is only one thing worse than fighting with allies, and that is fighting without them.”

This is why I will always stand with NATO https://twitter.com/prashantrao/status/1113770030611804160 ….",0
"UPDATE: The House just passed this resolution to end U.S. involvement in Yemen.

I strongly urge the President to sign it as quickly as possible. It's an unauthorized war—and it's causing utter devastation for millions of innocent people https://twitter.com/timkaine/status/1105591620777492481 ….",0
@MichaelBennet is a public servant I admire and one of my closest friends in the Senate. Wishing him and his family well https://twitter.com/MichaelBennet/status/1113637556284002304 ….,0
"We authorized $700 million in student loan forgiveness for public servants like firefighters, teachers, and nurses. 

Now we’re learning that fewer than 300 people have actually received it. 

What is going on?? This administration is maddening https://www.washingtonpost.com/education/2019/04/03/education-dept-rejects-vast-majority-applicants-temporary-student-loan-forgiveness-program/ ….",0
"Puerto Rico is part of the United States, period. And just like Americans in Florida, North Carolina, and Virginia, Puerto Ricans need disaster relief support. We want to treat American citizens all the same—and Republicans ought to want that too.",0
"Say it with me, folks: More options, lower costs!

We know what people want when it comes to health care. I’ve heard it time and time again. With Medicare-X, we can do it https://www.politico.com/story/2019/03/29/bennet-kaine-medicare-health-care-1243267 ….",0
"We absolutely have to work harder for fair pay for all women. That work includes passing the Paycheck Fairness Act ASAP — when we do, wages will be more transparent, and companies won't be able to punish those who fight against gender-based pay discrimination.",0
"Today is #EqualPayDay, marking how long into the year women, on average, need to work in order to earn what men earned last year. For black women, Equal Pay Day isn't until August 22. For Latinas, Equal Pay Day is November 20. Imagine how this disparity adds up over a lifetime.",0
"While Trump focuses on taking health care away from millions of Americans, we’re focused on making health care more accessible and affordable. Medicare-X is a way for people to get the care they need, at a cost they can handle.",0
"Medicare-X is built on the existing Medicare framework and it includes the critical health benefits established in the ACA, like maternity care and mental health services, while also ensuring access to affordable prescription drugs.",0
"Today@MichaelBennet and I are really proud to introduce Medicare-X, a public health care plan that brings down premiums and creates more options for folks who need coverage. The ACA was a great start — but too many Americans still can’t afford care.",0
GO HOOS https://twitter.com/dailyprogress/status/1112189692244606976 ….,0
"Another day, another attack on women’s health from this administration. This drastic action threatens access to health care for women across Virginia https://twitter.com/ppact/status/1111734908421136384 ….",0
"Striking down the Affordable Care Act = taking health care away from millions of American families. 

A lot of what this President does is bewildering, but denying basic health care to your own people is just plain heartless https://twitter.com/Acosta/status/1110373775860813825 ….",0
"Please share these resources and reach out to those around you. A helping hand and a listening ear can make a world of difference to someone in pain.

National Suicide Prevention Lifeline: 1-800-273-8255

Or online chat https://suicidepreventionlifeline.org/chat/.",0
"America needs to see full Mueller report.

All should be thankful for a professional who did his job thoroughly while under constant attack by the President.

He spent 2 years writing this report—Trump’s AG spent 2 days reviewing it. I, for one, would like to see it for myself.",0
Release the full report. Let the findings be out there for all to see. The American people deserve it. Our democracy deserves it.,0
"I am dismayed and very concerned by the hateful threats that have closed schools in Charlottesville. Expressions of violence and hate are never acceptable, whether written on an anonymous online forum or on the side of a building https://twitter.com/AndyBCampbell/status/1109126132501266434 ….",0
Wahoowa!,0
"16 years ago this week, the Iraq War began. 

What followed was years upon years of devastating loss of life.

Today, Iraq is a partner in our fight against terror. So why does the war authorization remain in place?

We need to repeal it. We should not be a nation at endless war.",0
"And as we mark the new year, I call on the Iranian government to release all Americans wrongfully imprisoned on groundless charges so they can come home and reunite with their loved ones.",0
Nowruz Pirooz! Wishing everyone in Virginia and across the world celebrating the beginning of spring a happy new year.,0
"Today, the Senate Judiciary Committee held a hearing on a draconian bill that would impose a federal 20-week abortion ban in all 50 states. This isn’t about improving medical care. In fact, it would harm women and put up barriers to access reproductive care. #StopTheBans.",0
"As votes are counted in Israel today, Netanyahu should know that his fear-mongering and alliance with the ultra-right, racist Otzma Yehudit party has not gone unnoticed. True friends of Israel will stand against efforts to unilaterally annex the West Bank https://www.washingtonpost.com/opinions/global-opinions/netanyahu-has-descended-into-new-depths-of-demagoguery/2019/04/08/4cf3247e-5a19-11e9-842d-7d3ed7eb3957_story.html?utm_term=.022fb7650eac ….",0
"Secretary Nielsen should have resigned long ago, but it turns out that she wasn’t extreme enough for the President. I will never forget seeing traumatized children kept in “dog kennels.” Whoever replaces Nielsen must resist any plan to reinstate Trump's family separation policy https://twitter.com/NBCNews/status/1115304070837940225 ….",0
"I love this photo. Mike said that the Annapolis State House was “rockin” after this historical moment. We’ll really miss you, coach https://twitter.com/heathermizeur/status/1115299393387802624 ….",0
"Speaker (aka “coach”) Mike Busch’s passing is a terrible loss for Maryland. Under his leadership, we have become a more inclusive and just community with greater opportunity for all. I was proud to call him a friend. Katherine and I send our deepest condolences to his family.",0
"Speaker Mike Busch has always stood with Maryland and Maryland stands with Mike and his family during this heart-wrenching time. Our prayers and gratitude go out to Mike, Cindy, and his entire family at this difficult hour.",0
"Last weekend, I attended the Smith Island Shoreline Restoration Dedication in Rhodes Point. The residents of the island worked nonstop to rebuild after Hurricane Sandy. I will continue to support projects to help sustain this resilient community.",0
"New polling finds that the majority of voters don’t trust Trump on health care. And why would they? Republicans have never been serious about protecting access to coverage. They’re determined to tear down the ACA, but have no plan of their own. Expose the fraud—keep fighting! https://twitter.com/POLITICOPress/status/1113943328796680197 ….",0
"51 years ago today, Martin Luther King Jr. was assassinated in Memphis. Let us use this day to honor his legacy and remember that “the ultimate tragedy is not the oppression and cruelty by the bad people but the silence over that by the good people.” #MLK51.",0
"The House just reauthorized the Violence Against Women Act. Next up: the Senate. If Mitch McConnell refuses to bring it up, we’ll know he stands with the gun lobby over victims of domestic and sexual abuse. It’s not that hard—do your job https://www.washingtonpost.com/powerpost/house-backs-new-version-of-violence-against-women-act-with-expansion-of-gun-control/2019/04/04/29b011f4-5616-11e9-814f-e2f46684196e_story.html?utm_term=.039322afd4c5 ….",0
Domestic abusers should not have guns. Yet the NRA is trying to block the reauthorization of the Violence Against Women Act and protect abusers. What will McConnell do when this bill comes to the Senate? Stand up for the gun lobby or victims of domestic and sexual violence https://twitter.com/nytimes/status/1112754016251985921 ….,0
"Under the Trump Administration, the@EPA has been losing credibility on a daily basis. When top officials hide information about climate change and remove technical experts from its advisory process, it harms the public health. We must expose this abuse.",0
Mitch McConnell’s decision to tear up the Senate rules to pack the courts with ideologically extreme justices is a gross abuse of power. Senate Republicans will live to regret this. See you at the ballot box.,0
"One clear message we can take away from the Mueller report—along with the consensus of our intelligence chiefs—is that Russia undermined our elections in 2016. As 2020 approaches, we must be vigilant and pass the #DETERAct to prevent future efforts to manipulate our democracy.",0
"On #EqualPayDay,@PattyMurray asked unanimous consent to bring up the Paycheck Fairness Act—which the House passed last week. Senate Republicans objected. We will keep demanding a vote because there is no good reason to deny women equal pay for equal work.",0
"I’m joining Democrats in introducing a resolution to reverse the Trump Justice Department’s cruel attempt to strike down the entire Affordable Care Act. Marylanders—including 975,000 living with a pre-existing condition—cannot afford to lose this fight https://abcnews.go.com/Politics/house-vote-tuesday-condemning-trumps-renewed-effort-repeal/story?id=62090459 ….",0
"It is unacceptable for our service members—at Fort Meade, Aberdeen Proving Ground, or anywhere—to be subject to health, safety, or environmental hazards in their own homes. That’s why I’m fighting to include our bill, Ensuring Safe Housing for our Military Act, in the FY20 NDAA.",0
"We introduced the Henrietta Lacks Enhancing Cancer Research Act, which will recognize her incredible story and work to ensure that all people—especially those from marginalized communities—are represented in cancer trials and get the treatment they deserve.",0
"I’m proud that the Maryland General Assembly voted to name June 28th “Freedom of the Press Day” to honor Gerald, Rob, John, Rebecca, and Wendi. A free press is crucial to our democracy and those who call them “enemy of the people” embolden dictators and put journalists in danger https://twitter.com/capgaznews/status/1111255644009578496 ….",0
"I have been urging this step for over a year and salute the Pentagon for making this decision to protect our national security and that of our allies. Now Congress needs to pass the bill I introduced with@SenatorLankford,@SenatorShaheen, and@SenThomTillis to lock this in https://twitter.com/Reuters/status/1112787207876698114 ….",0
"President Trump asked Congress to cut funding for the@SpecialOlympics in his past three budgets. And he's just now realizing this is happening? How far we have fallen—from Truman's ""the buck stops here"" to a president who has no idea what's going on—and takes no responsibility https://twitter.com/jameshohmann/status/1111633240480206849 ….",0
"This #VietnamWarVeteransDay, we pay tribute to all who served there, including over 104,000 Marylanders. But words are not enough. A grateful nation must support those who sacrifice for our country. We've worked on a bipartisan basis to do so, but there is more to be done.",0
